capability,jev-1.13.0
rubric_based_quality_assessment,0.43799999999999994
rule_following_formal_logic,0.30190000000000006
sampling_statistical_interpretation,0.10470000000000002
sarcasm_and_humor_understanding,0.22730000000000006
scale_plausibility,0.08799999999999997
scheduling_feasibility,0.11509999999999998
scientific_hypothesis_plausibility,0.15270000000000006
scope_reasoning,0.1471
secret_leak,0.013500000000000068
secret_leak_hard,0.16149999999999998
security_policy_risk,0.07309999999999994
self_consistency_across_outputs,0.08389999999999997
semantic_similarity_and_factual_correctness,0.06340000000000001
sensitivity_analysis,0.24569999999999992
serialization_compatibility,0.09539999999999993
set_coverage_diversity_judgement,0.0242
social_norm_reasoning,0.1028
soft_vs_hard_constraint_discrimination,0.07909999999999995
source_reliability_in_context,0.021399999999999975
spatial_relation_reasoning,0.31190000000000007
spreadsheet_formula_semantics_from_text,0.30590000000000006
spurious_correlation_resistance,-0.24369999999999997
sql_injection_risk,0.17959999999999998
state_machine_correctness,0.32519999999999993
stopping_decision_sufficiency,-0.07610000000000006
structured_schema_decisions,0.07500000000000007
summary_completeness,0.09230000000000005
support_department,0.03839999999999999
support_department_hard,0.13070000000000004
suspicious_transaction,-0.08090000000000008
symptom_triage,0.08240000000000003
synonym_semantic_substitution_scoring,0.17229999999999995
synthetic_data_plausibility,0.04600000000000004
table_reasoning_from_linearized_text,0.2126
taxonomy_category_assignment,0.022499999999999964
temporal_graph_consistency,-0.017100000000000004
temporal_ordering,0.11709999999999998
test_quality_and_adequacy,0.14039999999999997
theory_of_mind_false_belief_reasoning,0.10640000000000005
tone_register_classification,0.09529999999999994
tool_action_selection,-0.04920000000000002
topic_keyword_fidelity,0.07740000000000002
transaction_anomaly_detection,0.26580000000000004
translation_correctness,0.18359999999999999
travel_policy_violation,0.039999999999999925
typed_jev_native_replay,0.009599999999999942
unit_understanding,0.3771
unknown_known_state_classification,0.021600000000000064
urgency,-0.025900000000000034
urgency_hard,-0.007600000000000051
version_compatibility,0.138
veterinary_triage,0.16100000000000003
voice_assistant_intent,0.010099999999999998
warranty_claim_eligible,-0.17569999999999997
weather_alert_severity,0.01650000000000007
weather_state_interpretation,0.24549999999999994
word_sense_disambiguation,0.007000000000000006
world_model_consistency,0.10749999999999993
