capability,jev-1.13.0,bonsai-2-27b-calibrated,bonsai-2-27b-calibration-init,laya,openjev-qwen3.5-4b,spark-X2.5,von-1.1
fact_vs_inference_classification,80,80,80,80,80,80,80
failure_mode_classification,80,80,80,80,80,80,80
fair_housing_violation,80,80,80,80,80,80,80
forecast_consistency,80,80,80,80,80,80,80
form_completeness,80,80,80,80,80,80,80
formality_level,80,80,80,80,80,80,80
fraud_scam_likelihood,80,80,80,80,80,80,80
frustration_level,80,80,80,80,80,80,80
frustration_level_hard,80,80,80,80,80,80,80
game_theory_judgements,80,80,80,80,80,80,80
gaming_report_type,80,80,80,80,80,80,80
geographical_consistency,80,80,80,80,80,80,80
geometry_and_embodied_navigation,80,80,80,80,80,80,80
glossary_adherence,80,80,80,80,80,80,80
gpqa_diamond,81,81,81,81,81,81,81
grammar_issue,80,80,80,80,80,80,80
grammar_judgement,80,80,80,80,80,80,80
granularity_selection,80,80,80,80,80,80,80
graph_knowledge,80,80,80,80,80,80,80
graph_logic,80,80,80,80,80,80,80
graph_path_relevance,80,80,80,80,80,80,80
hallucination_detection,80,80,80,80,80,80,80
hard_reasoning,80,80,80,80,80,80,80
hazmat_shipping,80,80,80,80,80,80,80
historical_anachronism_detection,80,80,80,80,80,80,80
historical_fact_verification,80,80,80,80,80,80,80
home_service_routing,80,80,80,80,80,80,80
human_vs_machine_task_suitability,80,80,80,80,80,80,80
humor_explanation_correctness,80,80,80,80,80,80,80
idempotency_judgements,80,80,80,80,80,80,80
incident_severity,80,80,80,80,80,80,80
incident_severity_hard,80,80,80,80,80,80,80
information_acquisition_value,80,80,80,80,80,80,80
information_density_judgement,80,80,80,80,80,80,80
information_retrieval_relevance,80,80,80,80,80,80,80
insurance_claim_priority,80,80,80,80,80,80,80
invariant_detection,80,80,80,80,80,80,80
inventory_decisions,80,80,80,80,80,80,80
invoice_anomaly_detection,80,80,80,80,80,80,80
language_dialect_identification,80,80,80,80,80,80,80
lead_qualification,80,80,80,80,80,80,80
live_data_requirement,80,80,80,80,80,80,80
local_rule_over_world_knowledge_judgement,80,80,80,80,80,80,80
log_event_sequence_diagnosis,80,80,80,80,80,80,80
long_context_distractor_resistance,80,80,80,80,80,80,80
math_quantitative_decisions,80,80,80,80,80,80,80
measurement_uncertainty_reasoning,80,80,80,80,80,80,80
mechanical_system_reasoning,80,80,80,80,80,80,80
mechanism_vs_pattern_distinction,80,80,80,80,80,80,80
medical_chronology_consistency,80,80,80,80,80,80,80
medical_differential_reasoning_benchmarks,80,80,80,80,80,80,80
meeting_conflict,80,80,80,80,80,80,80
minimal_sufficient_explanation_selection,80,80,80,80,80,80,80
mood_atmosphere_understanding,80,80,80,80,80,80,80
multi_criteria_scoring_consistency,80,80,80,80,80,80,80
multi_label_topic_classification,80,80,80,80,80,80,80
narrative_next_event_plausibility,80,80,80,80,80,80,80
needle_set_retrieval,80,80,80,80,80,80,80
negation_polarity_tracking,80,80,80,80,80,80,80
negotiation_judgements,80,80,80,80,80,80,80
news_topic,80,80,80,80,80,80,80
noisy_ocr_reconstruction,80,80,80,80,80,80,80
object_permanence_state_tracking,80,80,80,80,80,80,80
observability_adequacy,80,80,80,80,80,80,80
ocr_ngram_based_text_recognition,80,80,80,80,80,80,80
oncall_route,80,80,80,80,80,80,80
ontology_taxonomy_consistency,80,80,80,80,80,80,80
oos_abstention_ambiguity,80,80,80,80,80,80,80
open_source_license_compatibility,80,80,80,80,80,80,80
operational_urgency,80,80,80,80,80,80,80
order_of_magnitude_reasoning,80,80,80,80,80,80,80
pairwise_preference_prediction,80,80,80,80,80,80,80
parallelization_suitability,80,80,80,80,80,80,80
pareto_optimal_decision_taking,80,80,80,80,80,80,80
patch_diff_correctness,80,80,80,80,80,80,80
performance_bottleneck_attribution,80,80,80,80,80,80,80
persona_consistency,80,80,80,80,80,80,80
phishing_email,80,80,80,80,80,80,80
physical_commonsense,80,80,80,80,80,80,80
pii_sensitive_data_classification,80,80,80,80,80,80,80
pragmatic_intent_understanding,80,80,80,80,80,80,80
preference_learning_from_explicit_examples,80,80,80,80,80,80,80
prioritization_under_constraints,80,80,80,80,80,80,80
probability_calibration_language,80,80,80,80,80,80,80
probability_support_judgement,80,80,80,80,80,80,80
product_catalog_matching,80,80,80,80,80,80,80
program_behavior_prediction,80,80,80,80,80,80,80
quantifier_reasoning_in_natural_text,80,80,80,80,80,80,80
question_duplicate,80,80,80,80,80,80,80
rationale_to_answer_consistency,80,80,80,80,80,80,80
reading_level,80,80,80,80,80,80,80
recipe_cuisine,80,80,80,80,80,80,80
recommendation_reranking_quality,80,80,80,80,80,80,80
record_deduplication,80,80,80,80,80,80,80
recoverability_judgement,80,80,80,80,80,80,80
redundancy_detection,80,80,80,80,80,80,80
reference_coreference_resolution,80,80,80,80,80,80,80
refund_eligible,80,80,80,80,80,80,80
refund_eligible_hard,80,80,80,80,80,80,80
regex_pattern_correctness,80,80,80,80,80,80,80
regression_likelihood_judgement,80,80,80,80,80,80,80
relationship_permission_reasoning,80,80,80,80,80,80,80
requirement_traceability,80,80,80,80,80,80,80
resource_planning,80,80,80,80,80,80,80
return_reason,80,80,80,80,80,80,80
reversibility_destructiveness,80,80,80,80,80,80,80
review_sentiment,80,80,80,80,80,80,80
review_sentiment_hard,80,80,80,80,80,80,80
root_cause_attribution,80,80,80,80,80,80,80
route_feasibility,80,80,80,80,80,80,80
routing_intent_support_priority,80,80,80,80,80,80,80
rubric_based_quality_assessment,80,80,80,80,80,80,80
rule_following_formal_logic,80,80,80,80,80,80,80
sampling_statistical_interpretation,80,80,80,80,80,80,80
sarcasm_and_humor_understanding,80,80,80,80,80,80,80
scale_plausibility,80,80,80,80,80,80,80
scheduling_feasibility,80,80,80,80,80,80,80
scientific_hypothesis_plausibility,80,80,80,80,80,80,80
scope_reasoning,80,80,80,80,80,80,80
secret_leak,80,80,80,80,80,80,80
secret_leak_hard,80,80,80,80,80,80,80
security_policy_risk,80,80,80,80,80,80,80
self_consistency_across_outputs,80,80,80,80,80,80,80
semantic_similarity_and_factual_correctness,80,80,80,80,80,80,80
sensitivity_analysis,80,80,80,80,80,80,80
serialization_compatibility,80,80,80,80,80,80,80
set_coverage_diversity_judgement,80,80,80,80,80,80,80
social_norm_reasoning,80,80,80,80,80,80,80
soft_vs_hard_constraint_discrimination,80,80,80,80,80,80,80
source_reliability_in_context,80,80,80,80,80,80,80
spatial_relation_reasoning,80,80,80,80,80,80,80
spreadsheet_formula_semantics_from_text,80,80,80,80,80,80,80
spurious_correlation_resistance,80,80,80,80,80,80,80
sql_injection_risk,80,80,80,80,80,80,80
state_machine_correctness,80,80,80,80,80,80,80
stopping_decision_sufficiency,80,80,80,80,80,80,80
structured_schema_decisions,80,80,80,80,80,80,80
summary_completeness,80,80,80,80,80,80,80
support_department,80,80,80,80,80,80,80
support_department_hard,80,80,80,80,80,80,80
suspicious_transaction,80,80,80,80,80,80,80
symptom_triage,80,80,80,80,80,80,80
synonym_semantic_substitution_scoring,80,80,80,80,80,80,80
synthetic_data_plausibility,80,80,80,80,80,80,80
table_reasoning_from_linearized_text,80,80,80,80,80,80,80
taxonomy_category_assignment,80,80,80,80,80,80,80
temporal_graph_consistency,80,80,80,80,80,80,80
temporal_ordering,80,80,80,80,80,80,80
test_quality_and_adequacy,80,80,80,80,80,80,80
theory_of_mind_false_belief_reasoning,80,80,80,80,80,80,80
tone_register_classification,80,80,80,80,80,80,80
tool_action_selection,80,80,80,80,80,80,80
topic_keyword_fidelity,80,80,80,80,80,80,80
transaction_anomaly_detection,80,80,80,80,80,80,80
translation_correctness,80,80,80,80,80,80,80
travel_policy_violation,80,80,80,80,80,80,80
typed_jev_native_replay,80,80,80,80,80,80,80
unit_understanding,80,80,80,80,80,80,80
unknown_known_state_classification,80,80,80,80,80,80,80
urgency,80,80,80,80,80,80,80
urgency_hard,80,80,80,80,80,80,80
version_compatibility,80,80,80,80,80,80,80
veterinary_triage,80,80,80,80,80,80,80
voice_assistant_intent,80,80,80,80,80,80,80
warranty_claim_eligible,80,80,80,80,80,80,80
weather_alert_severity,80,80,80,80,80,80,80
weather_state_interpretation,80,80,80,80,80,80,80
word_sense_disambiguation,80,80,80,80,80,80,80
world_model_consistency,80,80,80,80,80,80,80
