capability,bonsai-2-27b-calibrated,bonsai-2-27b-calibration-init,laya,openjev-qwen3.5-4b,spark-X2.5,von-1.1
city_service_request,-0.017100000000000004,-0.014599999999999946,-0.46199999999999997,-0.013800000000000034,-0.07030000000000003,-0.00990000000000002
claim_entailment,-0.21939999999999993,-0.2178,-0.22099999999999997,-0.44199999999999995,-0.07150000000000001,-0.32069999999999993
class_label_leakage_detection,-0.010299999999999976,-0.04290000000000005,-0.057699999999999974,0.04810000000000003,0.14900000000000002,0.06969999999999998
code_quality_judgements,-0.04349999999999998,-0.05349999999999999,-0.383,-0.04959999999999998,-0.15810000000000002,-0.31289999999999996
code_requirement_satisfaction,-0.3073,-0.3078,-0.25960000000000005,-0.2071,-0.33140000000000003,-0.44610000000000005
code_review_intent,-0.038799999999999946,-0.033499999999999974,-0.5596,-0.03059999999999996,0.00539999999999996,-0.24919999999999998
code_switch_understanding,-0.06730000000000003,-0.0635,-0.49440000000000006,-0.07730000000000004,-0.12590000000000007,-0.41740000000000005
cognitive_bias_illogic_detection,-0.05049999999999999,-0.0472999999999999,-0.4131999999999999,-0.02179999999999993,-0.03759999999999997,-0.8019999999999999
command_line_semantics,-0.04160000000000008,-0.03370000000000006,-0.24530000000000007,-0.12950000000000006,-0.08079999999999998,-0.3758
commercial_price_plausibility,-0.0675,-0.06140000000000001,-0.8038,-0.13219999999999998,-0.11539999999999995,-0.8106
commit_intent,-0.018799999999999928,-0.013399999999999967,-0.398,-0.22199999999999998,-0.016699999999999937,-0.398
comparative_judgement_transitivity,-0.11970000000000003,-0.16249999999999998,-0.4686,-0.2328,-0.5112,-0.5186
comparative_language_reasoning,-0.061000000000000054,-0.05720000000000003,-0.33240000000000003,-0.03400000000000003,-0.057499999999999996,-0.4308
compatibility_matching,0.08850000000000002,0.04200000000000004,-0.4488,0.11860000000000004,0.03870000000000007,-0.22149999999999992
competing_hypothesis_discrimination,-0.3035,-0.29700000000000004,-0.46840000000000004,-0.16990000000000005,-0.0716,-0.6673
complexity_estimation,-0.03920000000000001,-0.03420000000000001,-0.7872,-0.03920000000000001,-0.03169999999999995,-0.7278
concurrency_correctness,-0.07630000000000003,-0.06889999999999996,-0.5644,-0.0645,-0.21189999999999998,-0.8199
confidence_vs_evidence_consistency,-0.19340000000000002,-0.1866000000000001,-0.5805,-0.08750000000000002,-0.0020000000000000018,-0.5173000000000001
configuration_correctness,-0.17370000000000008,-0.16580000000000006,-0.5394000000000001,-0.2651,-0.13219999999999998,-0.4812
consistency_under_irrelevant_context_insertion,-0.35839999999999994,-0.35919999999999996,-0.4092,-0.45369999999999994,-0.4906,-0.4997
consistency_under_option_permutation,-0.008199999999999985,-0.053200000000000025,-0.31509999999999994,0.028100000000000014,0.04190000000000005,0.038900000000000046
consistency_under_paraphrase,-0.19130000000000003,-0.19540000000000002,-0.34550000000000003,-0.0816,-0.33680000000000004,-0.45980000000000004
constraint_satisfaction_judgement,-0.035499999999999976,-0.05169999999999997,-0.26339999999999997,-0.029100000000000015,-0.051899999999999946,-0.6248
contains_pii,0.0042999999999999705,-0.019299999999999984,-0.2528,-0.026700000000000057,-0.03760000000000008,-0.2542
contains_spoiler,-0.016599999999999948,-0.042100000000000026,-0.3247,-0.039100000000000024,-0.10870000000000002,-0.37229999999999996
content_moderation,-0.0816,-0.07779999999999998,-0.3903,-0.16559999999999997,-0.20699999999999996,-0.2611
content_type,-0.05899999999999994,-0.052099999999999924,-0.4996,-0.16959999999999997,-0.12180000000000002,-0.3114
contract_clause_consistency,-0.06279999999999997,-0.056400000000000006,-0.5348999999999999,0.0776,-0.16049999999999998,-0.20599999999999996
contract_clause_type,-0.006000000000000005,-0.0050000000000000044,-0.2814,-0.00019999999999997797,0.0006000000000000449,-0.0008999999999999009
contradiction_resolution,-0.047900000000000054,-0.04049999999999998,-0.5146000000000001,-0.0706,-0.09350000000000003,-0.6019000000000001
conversation_state_tracking,-0.015000000000000013,-0.012599999999999945,-0.45609999999999995,-0.07509999999999994,-0.009700000000000042,-0.613
counterfactual_plausibility,-0.06430000000000002,-0.0888000000000001,-0.1866000000000001,-0.0413,0.22839999999999994,-0.4701000000000001
cross_document_reconciliation,-0.008399999999999963,-0.006299999999999972,-0.5786,-0.0014999999999999458,-0.0036000000000000476,-0.7716000000000001
cross_domain_synthesis,-0.0989000000000001,-0.1532,-0.47620000000000007,-0.07330000000000003,-0.2410000000000001,-0.24380000000000002
data_migration_correctness,-0.11509999999999998,-0.10629999999999995,-0.2249,-0.14389999999999992,-0.14479999999999993,-0.49139999999999995
data_quality_validation,-0.25029999999999997,-0.24370000000000003,-0.4852,-0.3016,-0.09420000000000006,-0.6959
database_query_reasoning,-0.11670000000000003,-0.11130000000000007,-0.2953,-0.2268,-0.07110000000000005,-0.6188
dataset_example_quality,0.08579999999999999,0.09539999999999993,-0.1758,-0.12860000000000005,-0.04500000000000004,-0.34240000000000004
decision_robustness,-0.3945000000000001,-0.3982,-0.48840000000000006,-0.3975000000000001,-0.35650000000000004,-0.41380000000000006
definition_adherence,0.02870000000000006,0.023399999999999976,-0.4703,0.023700000000000054,-0.08730000000000004,-0.19320000000000004
delivery_exception,-0.025999999999999912,-0.022699999999999942,-0.1895,-0.007499999999999951,0.0016000000000000458,-0.0776
dependency_api_existence_judgements,-0.2027,-0.19920000000000004,-0.45580000000000004,-0.17980000000000007,-0.3399,-0.6936
dialogue_coherence,-0.14479999999999993,-0.13690000000000002,-0.6960999999999999,-0.139,-0.09109999999999996,-0.5033
dietary_vegan,0.05010000000000003,0.03270000000000006,-0.5327999999999999,0.0384000000000001,-0.05159999999999998,-0.19069999999999998
dimensional_consistency,0.0040000000000000036,-0.03079999999999994,-0.23829999999999996,-0.012299999999999978,-0.31789999999999996,-0.38739999999999997
distributed_systems_consistency,-0.24450000000000005,-0.23519999999999996,-0.4773,-0.2724,-0.2653,-0.4205
document_consistency,-0.2257,-0.21849999999999992,-0.5143,-0.2499,-0.23929999999999996,-0.28359999999999996
document_field_association,-0.013900000000000023,-0.011600000000000055,-0.8061,-0.0050000000000000044,0.0,-0.688
document_type,-0.005499999999999949,-0.0043999999999999595,-0.06720000000000004,-0.0040999999999999925,0.0,-0.2178
document_type_classification,-0.08040000000000003,-0.07650000000000001,-0.1654,-0.09740000000000004,0.0,-0.5653
document_workflow_state,-0.04610000000000003,-0.04179999999999995,-0.741,-0.2309,-0.16879999999999995,-0.6809000000000001
domain_identification,-0.037799999999999945,-0.03310000000000002,-0.46229999999999993,-0.007699999999999929,0.00990000000000002,-0.5825
dominated_information_detection,-0.16190000000000004,-0.18069999999999997,-0.32230000000000003,-0.26170000000000004,-0.3234,-0.3042
email_intent,-0.010599999999999943,-0.008700000000000041,-0.36160000000000003,-0.006900000000000017,-0.011499999999999955,-0.025900000000000034
email_intent_hard,-0.025499999999999967,-0.02210000000000001,-0.6237999999999999,-0.010599999999999943,0.0023999999999999577,-0.5883
email_thread_state_understanding,0.054500000000000104,0.06340000000000001,0.018900000000000028,0.1542,0.009600000000000053,-0.39769999999999994
embodied_affordances,-0.08879999999999999,-0.11599999999999999,-0.43079999999999996,-0.12159999999999993,-0.41489999999999994,-0.3087
embodied_animal_understanding,-0.1392,-0.13319999999999999,-0.5105999999999999,-0.23060000000000003,-0.3165,-0.4696
embodied_emotions,-0.4226,-0.4246,-0.20589999999999997,-0.5324,-0.5423,-0.36629999999999996
embodied_time_aware_world_views,-0.021400000000000086,-0.05449999999999999,-0.2409,-0.016000000000000014,-0.14390000000000003,-0.22450000000000003
embodied_unknowns,0.06710000000000005,0.019500000000000073,-0.38249999999999995,0.03710000000000002,0.1494000000000001,-0.41369999999999996
emotion_cause_attribution,-0.007000000000000006,-0.005900000000000016,-0.35750000000000004,-0.044499999999999984,-0.0006000000000000449,-0.46499999999999997
entity_resolution,-0.11549999999999994,-0.12,-0.17369999999999997,-0.1318999999999999,-0.1754,-0.18879999999999997
environment_portability_judgements,-0.08840000000000003,-0.07950000000000002,-0.458,-0.06410000000000005,0.030399999999999983,-0.7387
error_handling_quality,-0.2912,-0.28279999999999994,-0.5807,-0.16599999999999993,-0.3173,-0.596
evidence_provenance,-0.11409999999999998,-0.11119999999999997,-0.22750000000000004,-0.35840000000000005,-0.373,-0.0036000000000000476
evidence_sufficiency,0.06559999999999999,0.05499999999999994,-0.3419000000000001,0.06169999999999998,0.06969999999999998,-0.5415000000000001
expected_utility_decisions,-0.39749999999999996,-0.3981,-0.6108,-0.5772999999999999,-0.5712999999999999,-0.6097999999999999
expense_category,-0.016900000000000026,-0.014699999999999935,-0.3951,-0.01100000000000001,0.006000000000000005,-0.03420000000000001
experimental_design_judgement,-0.27370000000000005,-0.2653000000000001,-0.49700000000000005,-0.3106,-0.3104,-0.6482000000000001
expertise_level_estimation_of_text,-0.10159999999999991,-0.09609999999999996,-0.4351999999999999,-0.08139999999999992,-0.2522,-0.38339999999999996
explanation_necessity_judgement,-0.03280000000000005,-0.08960000000000001,-0.4958,0.007699999999999929,-0.07800000000000007,-0.33100000000000007
explanation_quality_judgement,-0.1795,-0.17090000000000005,-0.4656,-0.36350000000000005,-0.25570000000000004,-0.47100000000000003
fact_vs_inference_classification,-0.02080000000000004,-0.018399999999999972,-0.30060000000000003,-0.009299999999999975,-0.01760000000000006,-0.3068
failure_mode_classification,-0.1422,-0.13870000000000005,-0.5962000000000001,-0.08979999999999999,-0.08279999999999998,-0.7838
fair_housing_violation,-0.02300000000000002,-0.041200000000000014,-0.30190000000000006,-0.06769999999999998,-0.008600000000000052,-0.10150000000000003
forecast_consistency,-0.05010000000000003,-0.07209999999999994,-0.2525,-0.03700000000000003,-0.07850000000000001,-0.07869999999999999
form_completeness,-0.263,-0.25439999999999996,-0.49240000000000006,-0.3429,-0.3961,-0.5677
formality_level,-0.10929999999999995,-0.08579999999999999,-0.6112,-0.24070000000000003,-0.2348,-0.37939999999999996
fraud_scam_likelihood,-0.2974,-0.2798,-0.4241,-0.3393,-0.3247,-0.4936
frustration_level,-0.046800000000000064,-0.03490000000000004,-0.42700000000000005,-0.0032999999999999696,-0.016900000000000026,0.11539999999999995
frustration_level_hard,-0.10289999999999999,-0.08919999999999995,-0.40519999999999995,-0.11829999999999996,-0.21499999999999997,-0.32969999999999994
game_theory_judgements,-0.32789999999999997,-0.32420000000000004,-0.6175999999999999,-0.39680000000000004,-0.4488,-0.37549999999999994
gaming_report_type,-0.03639999999999999,-0.03060000000000007,-0.4568,-0.1501,-0.18920000000000003,-0.10820000000000007
geographical_consistency,0.11909999999999998,0.07879999999999998,-0.3782,0.12070000000000003,-0.03510000000000002,0.04600000000000004
geometry_and_embodied_navigation,-0.1789,-0.1753,-0.3038,-0.19930000000000003,-0.17759999999999998,-0.3438
glossary_adherence,-0.009299999999999975,-0.027100000000000013,-0.2098,-0.06420000000000003,-0.17190000000000005,-0.364
gpqa_diamond,-0.30150000000000005,-0.29950000000000004,-0.32820000000000005,-0.13260000000000005,-0.18130000000000002,-0.44300000000000006
grammar_issue,-0.18330000000000002,-0.17790000000000006,-0.5957,-0.4297,-0.27080000000000004,-0.3483
grammar_judgement,-0.049000000000000044,-0.04170000000000007,-0.5939000000000001,-0.03990000000000005,-0.1845,-0.7225
granularity_selection,-0.09389999999999998,-0.08889999999999998,-0.27749999999999997,-0.049000000000000044,-0.21340000000000003,-0.5564
graph_knowledge,-0.0044999999999999485,-0.0036000000000000476,-0.0006000000000000449,-0.0037000000000000366,0.0,-0.16000000000000003
graph_logic,-0.3343,-0.3352,-0.539,-0.4278,-0.4001,-0.4862
graph_path_relevance,-0.12990000000000002,-0.12370000000000003,-0.8609,-0.28090000000000004,-0.0036000000000000476,-0.41559999999999997
hallucination_detection,-0.05689999999999995,-0.051999999999999935,-0.303,0.005099999999999993,-0.012199999999999989,-0.4871
hard_reasoning,-0.2359,-0.2344,-0.3305,-0.2811,-0.3788,-0.357
hazmat_shipping,0.08609999999999995,0.07719999999999994,-0.2649,0.0363,0.08729999999999993,-0.2659
historical_anachronism_detection,-0.15859999999999996,-0.19599999999999995,-0.40199999999999997,-0.21309999999999996,-0.18330000000000002,-0.6329
historical_fact_verification,0.03179999999999994,0.017099999999999893,-0.40080000000000005,0.017299999999999982,-0.013000000000000012,0.013299999999999979
home_service_routing,-0.01639999999999997,-0.013999999999999901,-0.538,-0.0041999999999999815,-0.059699999999999975,-0.052999999999999936
human_vs_machine_task_suitability,-0.11539999999999995,-0.11159999999999992,-0.34149999999999997,-0.17969999999999997,-0.13549999999999995,-0.34409999999999996
humor_explanation_correctness,-0.13670000000000004,-0.12960000000000005,-0.28879999999999995,-0.06769999999999998,-0.028900000000000037,-0.013900000000000023
idempotency_judgements,-0.1661999999999999,-0.1581999999999999,-0.42919999999999997,-0.14439999999999997,0.08540000000000003,-0.5953999999999999
incident_severity,-0.07669999999999999,-0.058599999999999985,-0.5347000000000001,-0.1511,-0.14350000000000007,0.0032999999999999696
incident_severity_hard,-0.13690000000000002,-0.11040000000000005,-0.6598999999999999,-0.20010000000000006,-0.12270000000000003,-0.5682
information_acquisition_value,-0.30720000000000003,-0.3005,-0.4058,-0.2679,-0.2811,-0.3408
information_density_judgement,-0.3058,-0.30450000000000005,-0.5263,-0.03480000000000005,0.07869999999999999,-0.44110000000000005
information_retrieval_relevance,-0.04139999999999999,-0.03639999999999999,-0.7441,-0.03700000000000003,0.007399999999999962,-0.9925
insurance_claim_priority,-0.1252000000000001,-0.10720000000000007,-0.5093000000000001,-0.13550000000000006,-0.10330000000000006,-0.41520000000000007
invariant_detection,-0.08499999999999996,-0.11060000000000003,-0.30069999999999997,-0.11480000000000001,-0.28080000000000005,-0.3658
inventory_decisions,-0.18909999999999993,-0.18520000000000003,-0.4067,-0.2188,-0.19030000000000002,-0.3248
invoice_anomaly_detection,-0.022299999999999986,-0.016699999999999937,-0.3247,-0.07709999999999995,-0.03059999999999996,-0.5107999999999999
language_dialect_identification,-0.05469999999999997,-0.05030000000000001,-0.15810000000000002,-0.03200000000000003,-0.11529999999999996,-0.8013
lead_qualification,-0.09539999999999993,-0.0685,-0.5130999999999999,-0.17359999999999998,-0.08319999999999994,-0.07479999999999998
live_data_requirement,-0.008199999999999985,-0.06530000000000002,-0.2599,-0.15039999999999998,-0.14790000000000003,-0.2509
local_rule_over_world_knowledge_judgement,0.036799999999999944,0.021599999999999953,-0.2268,0.031100000000000017,-0.4761,-0.16500000000000004
log_event_sequence_diagnosis,0.016800000000000037,0.02290000000000003,-0.2128,0.02210000000000001,0.06400000000000006,-0.3617999999999999
long_context_distractor_resistance,-0.005499999999999949,-0.0044999999999999485,-0.6954,-0.0010999999999999899,0.0,-0.7573
math_quantitative_decisions,-0.3165,-0.31270000000000003,-0.5082,-0.42140000000000005,-0.4233,-0.5092
measurement_uncertainty_reasoning,-0.19740000000000002,-0.19690000000000002,-0.3084,-0.2156,-0.19020000000000004,-0.3166
mechanical_system_reasoning,-0.2031,-0.19679999999999997,-0.504,-0.22209999999999996,-0.3252,-0.614
mechanism_vs_pattern_distinction,-0.0766,-0.07340000000000002,-0.20789999999999997,-0.2354,-0.2642,-0.3319
medical_chronology_consistency,-0.04999999999999993,-0.09040000000000004,-0.2929999999999999,-0.02090000000000003,-0.3005,-0.36049999999999993
medical_differential_reasoning_benchmarks,-0.02290000000000003,-0.01959999999999995,-0.17310000000000003,-0.010399999999999965,0.0020000000000000018,-0.07779999999999998
meeting_conflict,-0.2551,-0.26160000000000005,-0.5219,-0.25370000000000004,-0.5148,-0.5354000000000001
minimal_sufficient_explanation_selection,-0.05410000000000004,-0.04820000000000002,-0.51,-0.020100000000000007,0.0,-0.1281
mood_atmosphere_understanding,-0.054300000000000015,-0.04849999999999999,-0.3188000000000001,-0.045600000000000085,0.0004999999999999449,-0.6583000000000001
multi_criteria_scoring_consistency,-0.006300000000000083,-0.01529999999999998,0.0262,-0.10360000000000003,-0.15450000000000003,-0.14340000000000003
multi_label_topic_classification,0.03500000000000003,0.023399999999999976,-0.40490000000000004,0.03510000000000002,0.04080000000000006,0.04080000000000006
narrative_next_event_plausibility,-0.03180000000000005,-0.027699999999999947,-0.5494,-0.023900000000000032,0.0,-0.49350000000000005
needle_set_retrieval,-0.6645000000000001,-0.6624000000000001,-0.708,-0.6792,-0.7095,-0.6109
negation_polarity_tracking,-0.06710000000000005,-0.06220000000000003,-0.255,-0.027700000000000058,-0.07140000000000002,-0.3143
negotiation_judgements,-0.5246,-0.521,-0.6174999999999999,-0.4062,-0.4618,-0.5762
news_topic,-0.005299999999999971,-0.0040999999999999925,-0.3003,-0.019499999999999962,-0.08140000000000003,-0.010800000000000032
noisy_ocr_reconstruction,-0.07309999999999994,-0.06609999999999994,-0.7898,0.015800000000000036,-0.11099999999999999,-0.7727999999999999
object_permanence_state_tracking,-0.015100000000000002,-0.012800000000000034,-0.712,-0.035599999999999965,-0.012499999999999956,-0.6485000000000001
observability_adequacy,-0.2723,-0.2653,-0.412,-0.2833,-0.27279999999999993,-0.47119999999999995
ocr_ngram_based_text_recognition,-0.006000000000000005,-0.0050000000000000044,-0.5897,-0.0032999999999999696,0.0,-0.5797
oncall_route,-0.011200000000000099,-0.009000000000000008,-0.4660000000000001,-0.0132000000000001,-0.0040000000000000036,-0.04390000000000005
ontology_taxonomy_consistency,-0.14930000000000004,-0.14390000000000003,-0.2429,-0.19720000000000004,-0.18960000000000005,-0.29300000000000004
oos_abstention_ambiguity,-0.09099999999999997,-0.08389999999999997,-0.36229999999999996,-0.10249999999999992,-0.21429999999999993,-0.24669999999999997
open_source_license_compatibility,-0.19030000000000002,-0.18509999999999993,-0.43929999999999997,-0.19930000000000003,-0.3691,-0.4089
operational_urgency,-0.3355,-0.3050999999999999,-0.6344,-0.2541,-0.2992,-0.30689999999999995
order_of_magnitude_reasoning,-0.2005,-0.1907000000000001,-0.6028,-0.3054,-0.3849,-0.7001000000000001
pairwise_preference_prediction,-0.2612,-0.25539999999999996,-0.5248999999999999,-0.2643,-0.25529999999999997,-0.23099999999999998
parallelization_suitability,-0.33729999999999993,-0.33089999999999997,-0.4894,-0.3181999999999999,-0.39099999999999996,-0.6031
pareto_optimal_decision_taking,-0.1825,-0.18270000000000003,-0.01629999999999998,-0.1189,-0.3574,0.07120000000000004
patch_diff_correctness,-0.4738,-0.4706,-0.6278,-0.4195,-0.5297000000000001,-0.6072
performance_bottleneck_attribution,-0.18090000000000006,-0.17420000000000002,-0.7654000000000001,-0.11870000000000003,-0.06300000000000006,-0.7150000000000001
persona_consistency,-0.1451,-0.13980000000000004,-0.5507,-0.28590000000000004,-0.27369999999999994,-0.3113
phishing_email,-0.006399999999999961,-0.04789999999999994,-0.241,-0.15800000000000003,-0.033499999999999974,-0.42769999999999997
physical_commonsense,-0.027799999999999936,-0.06569999999999998,-0.5457,0.019399999999999973,-0.21789999999999998,-0.10709999999999997
pii_sensitive_data_classification,-0.0012000000000000899,0.0035999999999999366,-0.5079,-0.016199999999999992,0.012499999999999956,-0.41570000000000007
pragmatic_intent_understanding,-0.12,-0.11309999999999998,-0.481,-0.23860000000000003,-0.012599999999999945,-0.6016
preference_learning_from_explicit_examples,-0.3449,-0.34140000000000004,-0.6201,-0.40759999999999996,-0.506,-0.4765
prioritization_under_constraints,-0.1312000000000001,-0.12380000000000002,-0.5281,-0.05580000000000007,-0.2370000000000001,-0.45830000000000004
probability_calibration_language,-0.2631,-0.25849999999999995,-0.6649,-0.24039999999999995,-0.10670000000000002,-0.6095999999999999
probability_support_judgement,-0.22630000000000006,-0.2489,-0.5338,-0.5277000000000001,-0.656,-0.5502
product_catalog_matching,-0.0726,-0.0677000000000001,-0.7121000000000001,-0.07730000000000004,-0.14160000000000006,-0.7159
program_behavior_prediction,-0.0726,-0.06489999999999996,-0.4071,-0.15780000000000005,-0.0019000000000000128,-0.5146
quantifier_reasoning_in_natural_text,-0.035499999999999976,-0.03149999999999997,-0.2945,-0.030299999999999994,-0.011499999999999955,-0.31689999999999996
question_duplicate,0.04599999999999993,0.028200000000000003,-0.3093,-0.1311,0.011499999999999955,-0.030000000000000027
rationale_to_answer_consistency,-0.1986,-0.22230000000000005,-0.1975,-0.31200000000000006,-0.3248,-0.43220000000000003
reading_level,0.0011999999999999789,0.016799999999999926,-0.49000000000000005,-0.009600000000000053,-0.03400000000000003,-0.10060000000000002
recipe_cuisine,-0.02059999999999995,-0.018900000000000028,-0.5818,-0.01429999999999998,-0.04949999999999999,-0.2077
recommendation_reranking_quality,-0.23549999999999993,-0.22959999999999992,-0.6912,-0.34519999999999995,-0.3469,-0.659
record_deduplication,-0.07729999999999998,-0.07650000000000001,-0.11470000000000002,-0.08390000000000003,-0.005599999999999994,-0.2388
recoverability_judgement,-0.11609999999999998,-0.10999999999999999,-0.7051,-0.16049999999999998,-0.08389999999999997,-0.647
redundancy_detection,-0.2293,-0.2268,-0.36769999999999997,-0.2243,-0.2505,-0.424
reference_coreference_resolution,-0.1725,-0.16580000000000006,-0.5238,-0.35350000000000004,-0.3778,-0.6294
refund_eligible,0.12050000000000005,0.09310000000000007,-0.27359999999999995,0.10630000000000006,-0.04609999999999992,0.007000000000000006
refund_eligible_hard,-0.056700000000000084,-0.08110000000000006,-0.22010000000000007,-0.08190000000000008,-0.2118,-0.24140000000000006
regex_pattern_correctness,-0.07079999999999997,-0.06419999999999992,-0.42589999999999995,-0.21409999999999996,-0.1692999999999999,-0.4593999999999999
regression_likelihood_judgement,-0.18409999999999999,-0.17620000000000002,-0.3039,-0.192,-0.3361,-0.3227
relationship_permission_reasoning,-0.053300000000000014,-0.07719999999999994,-0.4133,0.0029000000000000137,-0.07019999999999993,-0.06519999999999992
requirement_traceability,-0.3328,-0.32699999999999996,-0.5982,-0.5222,-0.3176,-0.5237
resource_planning,-0.48979999999999996,-0.48799999999999993,-0.5537,-0.524,-0.6556,-0.5313999999999999
return_reason,-0.02980000000000005,-0.026000000000000023,-0.542,-0.03280000000000005,-0.03510000000000002,-0.5015000000000001
reversibility_destructiveness,-0.24880000000000002,-0.24270000000000003,-0.4054,-0.3142,-0.3023,-0.4011
review_sentiment,-0.09740000000000004,-0.07790000000000008,-0.6536,-0.123,-0.23140000000000005,-0.15250000000000008
review_sentiment_hard,-0.16160000000000008,-0.13290000000000002,-0.6787000000000001,-0.1907000000000001,-0.268,-0.5274000000000001
root_cause_attribution,-0.1562,-0.1481,-0.04480000000000006,-0.30079999999999996,-0.8359,-0.10699999999999998
route_feasibility,-0.46540000000000004,-0.4625,-0.6535000000000001,-0.45730000000000004,-0.6334,-0.46170000000000005
routing_intent_support_priority,-0.0515000000000001,-0.04620000000000002,-0.44760000000000005,-0.04630000000000001,-0.04090000000000005,-0.2096
rubric_based_quality_assessment,-0.43799999999999994,-0.4334,-0.6775,-0.4824,-0.5323,-0.5578000000000001
rule_following_formal_logic,-0.30190000000000006,-0.29690000000000005,-0.5664,-0.2964,-0.4294,-0.5981000000000001
sampling_statistical_interpretation,-0.10470000000000002,-0.09699999999999998,-0.5439,-0.11080000000000001,-0.06720000000000004,-0.6319
sarcasm_and_humor_understanding,-0.22730000000000006,-0.2217,-0.5297000000000001,-0.12860000000000005,-0.29290000000000005,-0.6744
scale_plausibility,-0.08799999999999997,-0.12829999999999997,-0.2086,0.022199999999999998,-0.15160000000000007,-0.03970000000000007
scheduling_feasibility,-0.11509999999999998,-0.10970000000000002,-0.17920000000000003,-0.049900000000000055,0.06120000000000003,-0.26940000000000003
scientific_hypothesis_plausibility,-0.15270000000000006,-0.14460000000000006,-0.631,-0.12340000000000007,-0.2984,-0.5841000000000001
